2,100900,0
2,100901,0
2,100902,0
2,100903,1
2,100904,0
2,100905,0
2,100911,0
2,100912,0
2,100913,0
2,100921,0
2,100922,0
2,100923,0
2,100931,0
2,100932,0
2,100933,0
2,100941,0
2,100942,0
2,100943,0
2,109000,0
2,110000,1
2,120000,0
2,130000,0
2,140000,0
2,190000,0
2,200000,0
2,300000,0
2,542000,0
2,551000,0
2,552000,0
2,553000,0
2,554000,0
2,555000,0
2,556000,0
2,557000,0
2,558000,0
2,610000,0
2,790000,0
2,870000,0
2,910000,0
2,920000,0
2,930000,0
2,940000,0
2,990000,0
5,100900,0
5,100901,0
5,100902,0
5,100903,1
5,100904,0
5,100905,0
5,100911,0
5,100912,0
5,100913,0
5,100921,0
5,100922,0
5,100923,0
5,100931,0
5,100932,0
5,100933,0
5,100941,0
5,100942,0
5,100943,0
5,109000,0
5,110000,1
5,120000,0
5,130000,0
5,140000,0
5,190000,0
5,200000,0
5,300000,0
5,542000,0
5,551000,0
5,552000,0
5,553000,0
5,554000,0
5,555000,0
5,556000,0
5,557000,0
5,558000,0
5,610000,0
5,790000,0
5,870000,0
5,910000,0
5,920000,0
5,930000,0
5,940000,0
5,990000,0
17,100900,0
17,100901,0
17,100902,0
17,100903,1
17,100904,0
17,100905,0
17,100911,0
17,100912,0
17,100913,0
17,100921,0
17,100922,0
17,100923,0
17,100931,0
17,100932,0
17,100933,0
17,100941,0
17,100942,0
17,100943,0
17,109000,0
17,110000,1
17,120000,0
17,130000,0
17,140000,0
17,190000,0
17,200000,0
17,300000,0
17,542000,0
17,551000,0
17,552000,0
17,553000,0
17,554000,0
17,555000,0
17,556000,0
17,557000,0
17,558000,0
17,610000,0
17,790000,0
17,870000,0
17,910000,0
17,920000,0
17,930000,0
17,940000,0
17,990000,0
27,100900,0
27,100901,0
27,100902,0
27,100903,1
27,100904,0
27,100905,0
27,100911,0
27,100912,0
27,100913,0
27,100921,0
27,100922,0
27,100923,0
27,100931,0
27,100932,0
27,100933,0
27,100941,0
27,100942,0
27,100943,0
27,109000,0
27,110000,1
27,120000,0
27,130000,0
27,140000,0
27,190000,0
27,200000,0
27,300000,0
27,542000,0
27,551000,0
27,552000,0
27,553000,0
27,554000,0
27,555000,0
27,556000,0
27,557000,0
27,558000,0
27,610000,0
27,790000,0
27,870000,0
27,910000,0
27,920000,0
27,930000,0
27,940000,0
27,990000,0
28,100900,0
28,100901,0
28,100902,0
28,100903,1
28,100904,0
28,100905,0
28,100911,0
28,100912,0
28,100913,0
28,100921,0
28,100922,0
28,100923,0
28,100931,0
28,100932,0
28,100933,0
28,100941,0
28,100942,0
28,100943,0
28,109000,0
28,110000,1
28,120000,0
28,130000,0
28,140000,0
28,190000,0
28,200000,0
28,300000,0
28,542000,0
28,551000,0
28,552000,0
28,553000,0
28,554000,0
28,555000,0
28,556000,0
28,557000,0
28,558000,0
28,610000,0
28,790000,0
28,870000,0
28,910000,0
28,920000,0
28,930000,0
28,940000,0
28,990000,0
29,100900,0
29,100901,0
29,100902,0
29,100903,1
29,100904,0
29,100905,0
29,100911,0
29,100912,0
29,100913,0
29,100921,0
29,100922,0
29,100923,0
29,100931,0
29,100932,0
29,100933,0
29,100941,0
29,100942,0
29,100943,0
29,109000,0
29,110000,1
29,120000,0
29,130000,0
29,140000,0
29,190000,0
29,200000,0
29,300000,0
29,542000,0
29,551000,0
29,552000,0
29,553000,0
29,554000,0
29,555000,0
29,556000,0
29,557000,0
29,558000,0
29,610000,0
29,790000,0
29,870000,0
29,910000,0
29,920000,0
29,930000,0
29,940000,0
29,990000,0
33,100900,0
33,100901,0
33,100902,0
33,100903,1
33,100904,0
33,100905,0
33,100911,0
33,100912,0
33,100913,0
33,100921,0
33,100922,0
33,100923,0
33,100931,0
33,100932,0
33,100933,0
33,100941,0
33,100942,0
33,100943,0
33,109000,0
33,110000,1
33,120000,0
33,130000,0
33,140000,0
33,190000,0
33,200000,0
33,300000,0
33,542000,0
33,551000,0
33,552000,0
33,553000,0
33,554000,0
33,555000,0
33,556000,0
33,557000,0
33,558000,0
33,610000,0
33,790000,0
33,870000,0
33,910000,0
33,920000,0
33,930000,0
33,940000,0
33,990000,0
40,100900,0
40,100901,0
40,100902,0
40,100903,1
40,100904,0
40,100905,0
40,100911,0
40,100912,0
40,100913,0
40,100921,0
40,100922,0
40,100923,0
40,100931,0
40,100932,0
40,100933,0
40,100941,0
40,100942,0
40,100943,0
40,109000,0
40,110000,1
40,120000,0
40,130000,0
40,140000,0
40,190000,0
40,200000,0
40,300000,0
40,542000,0
40,551000,0
40,552000,0
40,553000,0
40,554000,0
40,555000,0
40,556000,0
40,557000,0
40,558000,0
40,610000,0
40,790000,0
40,870000,0
40,910000,0
40,920000,0
40,930000,0
40,940000,0
40,990000,0
43,100900,0
43,100901,0
43,100902,0
43,100903,1
43,100904,0
43,100905,0
43,100911,0
43,100912,0
43,100913,0
43,100921,0
43,100922,0
43,100923,0
43,100931,0
43,100932,0
43,100933,0
43,100941,0
43,100942,0
43,100943,0
43,109000,0
43,110000,1
43,120000,0
43,130000,0
43,140000,0
43,190000,0
43,200000,0
43,300000,0
43,542000,0
43,551000,0
43,552000,0
43,553000,0
43,554000,0
43,555000,0
43,556000,0
43,557000,0
43,558000,0
43,610000,0
43,790000,0
43,870000,0
43,910000,0
43,920000,0
43,930000,0
43,940000,0
43,990000,0
48,100900,0
48,100901,0
48,100902,0
48,100903,1
48,100904,0
48,100905,0
48,100911,0
48,100912,0
48,100913,0
48,100921,0
48,100922,0
48,100923,0
48,100931,0
48,100932,0
48,100933,0
48,100941,0
48,100942,0
48,100943,0
48,109000,0
48,110000,1
48,120000,0
48,130000,0
48,140000,0
48,190000,0
48,200000,0
48,300000,0
48,542000,0
48,551000,0
48,552000,0
48,553000,0
48,554000,0
48,555000,0
48,556000,0
48,557000,0
48,558000,0
48,610000,0
48,790000,0
48,870000,0
48,910000,0
48,920000,0
48,930000,0
48,940000,0
48,990000,0
53,100900,0
53,100901,0
53,100902,0
53,100903,1
53,100904,0
53,100905,0
53,100911,0
53,100912,0
53,100913,0
53,100921,0
53,100922,0
53,100923,0
53,100931,0
53,100932,0
53,100933,0
53,100941,0
53,100942,0
53,100943,0
53,109000,0
53,110000,1
53,120000,0
53,130000,0
53,140000,0
53,190000,0
53,200000,0
53,300000,0
53,542000,0
53,551000,0
53,552000,0
53,553000,0
53,554000,0
53,555000,0
53,556000,0
53,557000,0
53,558000,0
53,610000,0
53,790000,0
53,870000,0
53,910000,0
53,920000,0
53,930000,0
53,940000,0
53,990000,0
54,100900,0
54,100901,0
54,100902,0
54,100903,1
54,100904,0
54,100905,0
54,100911,0
54,100912,0
54,100913,0
54,100921,0
54,100922,0
54,100923,0
54,100931,0
54,100932,0
54,100933,0
54,100941,0
54,100942,0
54,100943,0
54,109000,0
54,110000,1
54,120000,0
54,130000,0
54,140000,0
54,190000,0
54,200000,0
54,300000,0
54,542000,0
54,551000,0
54,552000,0
54,553000,0
54,554000,0
54,555000,0
54,556000,0
54,557000,0
54,558000,0
54,610000,0
54,790000,0
54,870000,0
54,910000,0
54,920000,0
54,930000,0
54,940000,0
54,990000,0
58,100900,0
58,100901,0
58,100902,0
58,100903,1
58,100904,0
58,100905,0
58,100911,0
58,100912,0
58,100913,0
58,100921,0
58,100922,0
58,100923,0
58,100931,0
58,100932,0
58,100933,0
58,100941,0
58,100942,0
58,100943,0
58,109000,0
58,110000,1
58,120000,0
58,130000,0
58,140000,0
58,190000,0
58,200000,0
58,300000,0
58,542000,0
58,551000,0
58,552000,0
58,553000,0
58,554000,0
58,555000,0
58,556000,0
58,557000,0
58,558000,0
58,610000,0
58,790000,0
58,870000,0
58,910000,0
58,920000,0
58,930000,0
58,940000,0
58,990000,0
63,100900,0
63,100901,0
63,100902,0
63,100903,1
63,100904,0
63,100905,0
63,100911,0
63,100912,0
63,100913,0
63,100921,0
63,100922,0
63,100923,0
63,100931,0
63,100932,0
63,100933,0
63,100941,0
63,100942,0
63,100943,0
63,109000,0
63,110000,1
63,120000,0
63,130000,0
63,140000,0
63,190000,0
63,200000,0
63,300000,0
63,542000,0
63,551000,0
63,552000,0
63,553000,0
63,554000,0
63,555000,0
63,556000,0
63,557000,0
63,558000,0
63,610000,0
63,790000,0
63,870000,0
63,910000,0
63,920000,0
63,930000,0
63,940000,0
63,990000,0
65,100900,0
65,100901,0
65,100902,0
65,100903,1
65,100904,0
65,100905,0
65,100911,0
